id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0004839,2004839,  4839 Daisetsuzan (1989 QG),4839,Daisetsuzan,,N,N,12.9,8.141,0.202,0.099,JPL 31,2459000.5,59000,20200531.0,J2000,0.0697352557673548,2.434317511832823,2.26455975752621,7.576175310593454,176.9706141666528,180.2827424783452,23.04807221005425,2.604075266139436,0.2595005238884573,2458911.6829453567,20200303.1829454,1387.280436299778,3.79816683449631,1.26014,490.4086838,3.8146e-08,1.0249e-08,9.36e-08,4.2256e-06,2.9641e-05,4.168e-05,3.0608e-05,1.0963e-08,1.6388e-09,0.00011785,8.7609e-06,MBA,0.47746
a0002823,2002823,  2823 van der Laan (2010 P-L),2823,van der Laan,,N,N,13.2,5.363,0.322,0.062,JPL 28,2459000.5,59000,20200531.0,J2000,0.0902296158216424,2.410470471304142,2.192974646728956,3.820562305339895,248.46796078366,127.5436760334303,334.627457422106,2.627966295879328,0.2633609319706131,2459096.8413304626,20200904.3413305,1366.945344954089,3.74249238864911,1.19684,465.7742228,3.3139e-08,7.6743e-09,8.1588e-08,3.6907e-06,5.1096e-05,5.5416e-05,2.3693e-05,8.3667e-09,1.2577e-09,9.0193e-05,6.5279e-06,MBA,0.44988
a0010207,2010207, 10207 Comeniana (1997 QA),10207,Comeniana,,N,N,13.8,4.923,0.201,0.153,JPL 31,2459000.5,59000,20200531.0,J2000,0.0834328814117182,2.411734263586089,2.210516324775734,6.819230514629563,317.5703450614845,26.74444553520143,51.404353666582,2.612952202396445,0.2631539502696968,2458805.1605281285,20191117.6605281,1368.02050522536,3.74543601704411,1.20423,468.6501891,4.3512e-08,9.7184e-09,1.0809e-07,4.7004e-06,2.9858e-05,3.7789e-05,2.213e-05,1.0529e-08,1.5906e-09,8.4197e-05,8.2689e-06,MBA,0.49929
a0003965,2003965,  3965 Konopleva (1975 VA9),3965,Konopleva,,N,N,12.1,9.517,0.339,0.355,JPL 25,2459000.5,59000,20200531.0,J2000,0.1563480412065749,2.649448157207809,2.235212127549999,12.71949595952247,284.6729155414191,132.3721431345894,114.7077198918007,3.06368418686562,0.2285445845695309,2458498.594780465,20190115.0947805,1575.184993676698,4.31262147481642,1.2692,493.934564,4.5394e-08,1.1388e-08,1.2021e-07,3.6709e-06,2.2803e-05,2.7296e-05,1.4194e-05,1.3168e-08,1.4735e-09,6.1673e-05,1.0156e-05,MBA,0.3658
a0009077,2009077,  9077 Ildo (1994 NC),9077,Ildo,,N,N,13.3,4.872,0.428,0.17,JPL 30,2459000.5,59000,20200531.0,J2000,0.1766662797249939,2.68954236478771,2.214390921037903,11.95749195774262,165.5611434243866,237.1837533308773,231.6862212636439,3.164693808537517,0.2234531542921107,2459574.731225972,20211226.231226,1611.07593732773,4.41088552314231,1.24642,485.0692714,3.6445e-08,1.1535e-08,9.6215e-08,4.1876e-06,1.8227e-05,2.1375e-05,1.1603e-05,1.3573e-08,1.4376e-09,5.3121e-05,1.0365e-05,MBA,0.51572
a0090540,2090540, 90540 (2004 FH92),90540,,,N,N,15.5,,,,JPL 16,2459000.5,59000,20200531.0,J2000,0.0564231915832174,2.640265211401939,2.491293021548504,14.44481830516786,24.2830070845257,108.8473560213006,342.2550007067284,2.789237401255375,0.2297379512358297,2459077.7401738493,20200816.2401738,1567.002744054482,4.29021969624773,1.53935,599.0688395,4.3102e-08,1.8021e-08,1.1776e-07,5.7179e-06,1.744e-05,5.1527e-05,4.9045e-05,1.9038e-08,2.3521e-09,0.00021361,1.6043e-05,MBA,0.59185
a0031513,2031513, 31513 Lafazan (1999 CV92),31513,Lafazan,,N,N,15.3,2.802,0.27,0.253,17,2459000.5,59000,20200531.0,J2000,0.1389380967547766,2.407709341207998,2.073186787801862,7.84839015967693,105.3951055659617,272.6421257157385,0.8158363801678932,2.742231894614134,0.2638140902203583,2458997.4075329546,20200527.907533,1364.59731813149,3.73606384156465,1.09285,425.3044345,5.5145e-08,1.1816e-08,1.3298e-07,4.6104e-06,4.4135e-05,4.6766e-05,1.7449e-05,1.3458e-08,1.942e-09,6.6133e-05,1.0045e-05,MBA,0.56219
a0003461,2003461,  3461 Mandelshtam (1977 SA1),3461,Mandelshtam,,N,N,13.4,7.615,0.143,0.117,JPL 25,2459000.5,59000,20200531.0,J2000,0.1361523298621269,2.37776071082968,2.054023050195592,3.245426725753066,57.89540781910448,343.7602857906202,205.7093064335305,2.701498371463768,0.2688139818011762,2459574.4682606263,20211225.9682606,1339.216054119789,3.66657372791181,1.0627,413.570959,3.1146e-08,7.4755e-09,7.4726e-08,3.3922e-06,6.9056e-05,7.0457e-05,1.5289e-05,8.4933e-09,1.2677e-09,5.7963e-05,6.3156e-06,MBA,0.44198
a0005726,2005726,  5726 Rubin (1988 BN2),5726,Rubin,,N,N,13.4,5.233,0.328,0.282,JPL 29,2459000.5,59000,20200531.0,J2000,0.1564307746677985,2.349922504254399,1.98232230650459,25.2636113252231,69.07298629892871,163.6823740170741,260.5484489177075,2.717522702004207,0.2736048322548806,2459363.9860914648,20210529.4860915,1315.766234949523,3.60237162203839,0.975828,379.76298276,5.7159e-08,1.1401e-08,1.374e-07,5.4146e-06,1.015e-05,2.1016e-05,2.4106e-05,1.3185e-08,1.9912e-09,8.976e-05,9.5757e-06,MBA,0.42908
a0002442,2002442,  2442 Corbett (1980 TO),2442,Corbett,,N,N,12.7,8.327,0.255,0.384,JPL 35,2459000.5,59000,20200531.0,J2000,0.117906868992228,2.388115272870423,2.106540078253751,5.095101697530428,190.6190440660471,104.1006557147952,343.2128837329813,2.669690467487094,0.2670675637820202,2459063.357188755,20200801.8571888,1347.973504913652,3.69055032146106,1.09779,427.2269343,2.5706e-08,7.3827e-09,6.2107e-08,3.8156e-06,3.2338e-05,3.643e-05,1.7775e-05,8.2532e-09,1.2384e-09,6.6647e-05,6.2508e-06,MBA,0.43752
